id,admissions,entry_gender,perc_free_meals,perc_girls,perc_sec_lang,avg_score
1034,comprehensive,mixed,28.3,49.3,12.2,43
1035,comprehensive,mixed,7.3,48,12.8,51.3
1036,comprehensive,mixed,16.4,0,52.6,38.3
1037,comprehensive,girls,21.4,100,65.9,47.2
1038,comprehensive,mixed,10.5,46.4,16.2,53.8
1039,comprehensive,mixed,31.2,45.8,35.6,41.9
1040,comprehensive,girls,16.8,87.2,56.6,51.5
1041,comprehensive,mixed,75,76,64,25.6
1042,comprehensive,mixed,21.1,49.3,8.1,43.6
1043,comprehensive,mixed,25.2,46.9,93.3,46.5
1044,comprehensive,mixed,22.9,43.1,76.5,41.3
1045,comprehensive,mixed,15.8,47.2,29.5,53.8
1046,comprehensive,mixed,20.4,44.2,72.5,55.8
1047,comprehensive,girls,22.3,100,39,55.3
1048,comprehensive,mixed,27.8,45.4,73.7,37.7
1049,comprehensive,mixed,21.8,47.8,33.5,37.3
1050,comprehensive,mixed,12.3,52.9,7.8,47.9
1051,comprehensive,mixed,2.9,47.5,2,60.1
1052,comprehensive,mixed,13.3,48.5,2.4,54.9
1053,comprehensive,mixed,35.3,49.3,83.9,40
1054,comprehensive,mixed,22.4,48.8,20.1,43.6
1055,comprehensive,mixed,25.2,44.1,77.6,40.3
1056,comprehensive,mixed,9,52.2,1.3,48.3
1057,comprehensive,mixed,20,47.4,22.7,43.1
1058,comprehensive,mixed,13.4,50.6,29,48.9
1059,comprehensive,mixed,24.4,43.2,75.3,41.8
1060,comprehensive,mixed,23.3,49,16.4,42.4
1061,comprehensive,mixed,15.4,49.4,12.4,50.2
1062,comprehensive,mixed,29.4,48.2,27.8,38.1
1063,comprehensive,mixed,17.8,50.2,89,39.8
1064,comprehensive,mixed,5.4,50.5,3.1,51.1
1065,comprehensive,mixed,9.8,48.5,3.9,50.4
1066,comprehensive,mixed,9.7,47.8,13.7,54.9
1067,selective,mixed,2.9,49.5,8.9,69.2
1068,comprehensive,mixed,27.5,50.5,87.9,46.1
1069,comprehensive,mixed,9.6,49.1,2.9,48.3
1070,selective,mixed,2.3,46.6,5.6,66.9
1071,comprehensive,mixed,32.5,44.9,6.9,35.1
1072,comprehensive,mixed,13.8,50.2,6.6,50.4
1073,comprehensive,mixed,11.7,50.4,4.9,51.7
1074,comprehensive,mixed,25.4,48.1,52.5,42.4
1075,comprehensive,mixed,13.7,51.6,3.7,50.8
1076,comprehensive,mixed,18.4,51,6,54.2
1077,comprehensive,mixed,22.3,50.7,19.3,50.4
1078,comprehensive,mixed,37.6,47.7,12,39.6
1079,comprehensive,girls,25.7,100,70.9,51.8
1080,comprehensive,mixed,11.4,43.6,34.1,55.4
1081,comprehensive,mixed,12.9,45.1,1.5,52.3
1082,comprehensive,mixed,21.3,49.7,57.9,49.8
1083,comprehensive,mixed,15.8,48.9,1.1,44
1084,selective,mixed,4.8,46.9,31.2,70.1
1085,comprehensive,mixed,8.6,49.9,0.8,54.5
1086,comprehensive,mixed,13.3,47.7,6.1,52.6
1087,comprehensive,mixed,12.9,49.1,5,54.9
1088,comprehensive,mixed,31.4,45.4,15.1,46
1089,comprehensive,mixed,12.8,50.7,12.8,50.2
1090,comprehensive,mixed,33.3,50.5,46.7,46.1
1091,comprehensive,mixed,41.3,53.1,6.9,48.1
1092,comprehensive,mixed,24.7,49.2,19,40.3
1093,comprehensive,mixed,42.9,45.3,39.6,42
1094,comprehensive,mixed,27.7,46.9,31.7,42.6
1095,comprehensive,mixed,16.5,49.8,7.6,46.3
1096,comprehensive,mixed,12,52,13.9,54.3
1097,comprehensive,mixed,7.7,49.7,1.6,52.5
1098,comprehensive,mixed,24.5,46.2,12.6,45
1099,comprehensive,mixed,23.6,42.4,45.3,45.6
1100,comprehensive,boys,20.7,0,47.7,46.2
1101,comprehensive,mixed,37.5,43.7,72.1,45.4
1102,comprehensive,mixed,20.4,49.6,2.3,47.5
1103,comprehensive,mixed,11.5,53.2,16.7,55.4
1104,comprehensive,mixed,16.4,50.2,27.2,43.6
1105,comprehensive,mixed,11,49.1,16.4,57
1106,comprehensive,mixed,7,46.3,3.6,52.1
1107,comprehensive,mixed,11.6,47.5,3.9,52.7
1108,comprehensive,mixed,10.5,50.7,1.7,47.6
1109,comprehensive,mixed,19.9,43,7.4,46.1
1110,comprehensive,mixed,10.8,51.9,20.3,51.7
1111,comprehensive,mixed,29.2,46,31.2,46.6
1112,comprehensive,mixed,27.8,49.1,17.3,49.5
1113,comprehensive,mixed,36.1,52.8,75.9,38.2
1114,comprehensive,mixed,18,47.7,14.3,45.2
1115,comprehensive,mixed,14.5,48,3.6,49.2
1116,comprehensive,mixed,31.5,51.3,18.2,38.3
1117,comprehensive,mixed,16.8,49,5.1,54
1118,comprehensive,mixed,6,48.8,1.6,52.3
1119,comprehensive,mixed,5.6,48.8,3.3,54.9
1120,comprehensive,mixed,7.7,47.8,6.5,55.2
1121,comprehensive,mixed,23.1,46.9,4,44.6
1122,comprehensive,mixed,21.5,45.9,29,43.8
1123,comprehensive,mixed,28.9,49.7,70.7,39.5
1124,comprehensive,mixed,40.2,51.7,23.4,35.4
1125,comprehensive,mixed,23.8,53.1,4.6,43.7
1126,comprehensive,mixed,10,49.1,2.7,53.8
1127,comprehensive,mixed,22.2,51.5,42.6,45.6
1128,comprehensive,mixed,5.8,47.7,2.7,56.8
1129,comprehensive,mixed,19.9,44.6,36.2,45.6
1130,comprehensive,mixed,10.6,51.4,6.9,50.6
1131,comprehensive,mixed,18.1,50.7,20,47.6
1132,comprehensive,mixed,11.2,51.4,2.2,55
1133,comprehensive,mixed,10.5,48.6,21.8,52.2
1134,comprehensive,mixed,22.3,49.5,2,45.1
1135,comprehensive,mixed,3.1,48.8,3,57.1
1136,comprehensive,mixed,31.6,50.7,46.6,38.6
1137,comprehensive,mixed,38.8,47.7,32.3,38.2
1138,comprehensive,mixed,16.9,49.5,4.5,48.4
1139,comprehensive,mixed,5.8,46.3,11.6,50.5
1140,comprehensive,mixed,8.9,47.5,6.8,56.5
1141,comprehensive,mixed,24.9,52.2,3.8,43.9
1142,comprehensive,mixed,14.5,50.1,1.8,43.7
1143,comprehensive,mixed,12.5,44.9,3.9,53.4
1144,comprehensive,mixed,23.9,55.4,17.4,43
1145,comprehensive,mixed,10.4,47.7,1.9,49.5
1146,comprehensive,mixed,19.1,49.3,2.4,48.9
1147,comprehensive,mixed,22,53.8,3.1,46.2
1148,comprehensive,mixed,14.6,48.8,3.2,46.2
1149,comprehensive,mixed,19.4,49.2,1.4,43.9
1150,comprehensive,mixed,13.5,51.4,4.2,50.6
1151,comprehensive,mixed,10,50.4,9,49.7
1152,comprehensive,mixed,9.9,51.6,2,50.1
1153,comprehensive,mixed,15.4,46.5,2.3,46.7
1154,comprehensive,mixed,7.6,48.7,2.4,52.8
1155,comprehensive,mixed,5.3,50,5.4,55.6
1156,comprehensive,mixed,11.1,50.2,17.2,51.9
1157,comprehensive,mixed,7.7,52.5,5.9,51.8
1158,comprehensive,mixed,26,51.6,46.3,45.2
1159,comprehensive,mixed,13.7,53.3,4.1,53.1
1160,comprehensive,mixed,5,50.4,11.5,61.3
1161,comprehensive,mixed,24.6,49.5,3.5,45.4
1162,comprehensive,mixed,27.6,49.1,10.9,44.6
1163,comprehensive,mixed,21.4,48.5,4.9,47.4
1164,comprehensive,mixed,12,51.7,1.5,50.9
1165,comprehensive,mixed,7.1,53,3.8,55.4
1166,comprehensive,mixed,37.8,49,6.5,40.3
1167,comprehensive,mixed,13.3,48.5,0.6,50.4
1168,comprehensive,mixed,9.3,49.2,2.7,55.1
1169,comprehensive,mixed,38.4,50.7,12.8,45.7
1170,comprehensive,mixed,16.8,18.3,1.8,45.6
1171,comprehensive,mixed,46.5,49.5,48.4,44.3
1172,comprehensive,mixed,9.6,48.5,12.6,55.2
1173,comprehensive,mixed,19.8,45.4,19.5,47.9
1174,comprehensive,mixed,28.5,48.7,9.1,44.1
1175,comprehensive,girls,17.8,100,29,56.7
1176,comprehensive,boys,15.4,0,25.8,58.5
1177,comprehensive,mixed,10.7,47.6,21.5,57.1
1178,comprehensive,mixed,38.3,38.9,3.8,42.3
1179,comprehensive,mixed,24,47.4,2.5,45
1180,comprehensive,mixed,39.1,54.9,7.7,43.4
1181,comprehensive,mixed,20.3,50.4,6,45.6
1182,comprehensive,mixed,19.9,48.9,2.4,54.7
1183,comprehensive,mixed,14.4,49.6,2.2,50
1184,comprehensive,mixed,17.7,50.7,3,52.3
1185,comprehensive,mixed,4.5,49.3,2.9,61.3
1186,comprehensive,mixed,17.2,48.1,3.4,46.7
1187,comprehensive,mixed,8.8,51.7,2.4,56.2
1188,comprehensive,mixed,17.2,48.6,4.8,47.3
1189,comprehensive,mixed,37,45,3,46.8
1190,comprehensive,mixed,9.8,51.3,7.8,54.8
1191,comprehensive,mixed,16.8,49.9,0,46.2
1192,comprehensive,mixed,4.6,51.1,2.9,57.6
1193,comprehensive,mixed,16,50.5,1.3,48
1194,comprehensive,mixed,24.6,51.5,10.2,51.3
1195,comprehensive,mixed,25.1,45.9,1,50.6
1196,comprehensive,mixed,24.6,49.9,0.3,43.6
1197,comprehensive,mixed,36,47.9,14.1,49.9
1198,comprehensive,mixed,11.4,52.3,2.6,51.3
1199,comprehensive,mixed,12.9,51.9,4.7,54.9
1200,comprehensive,mixed,29.9,49.9,1.2,42.3
1201,comprehensive,mixed,7,51.8,0.6,58.8
1202,comprehensive,mixed,43.8,49.3,0.8,39.7
1203,comprehensive,mixed,17,45.7,1.1,47
1204,comprehensive,mixed,24.9,50.3,1.4,53.1
1205,comprehensive,mixed,17.7,43.8,0.4,49.1
1206,comprehensive,mixed,6.5,49.8,3.1,53.4
1207,comprehensive,mixed,25.2,47.5,0.3,43.6
1208,comprehensive,mixed,21.2,43.2,0.7,49
1209,comprehensive,mixed,12.8,44.5,2.3,54.2
1210,comprehensive,mixed,17.1,50.4,1.3,48
1211,comprehensive,mixed,38.9,50.6,0.6,40.8
1212,comprehensive,boys,11.1,0,12.9,51.4
1213,comprehensive,girls,11.7,100,14.8,54
1214,comprehensive,mixed,9.1,51.2,3.6,53.9
1215,comprehensive,mixed,30,45.9,0.8,42.6
1216,comprehensive,mixed,23.6,50.3,6.4,50.9
1217,comprehensive,mixed,25.5,51.1,27.4,51
1218,comprehensive,mixed,18.1,48.1,0.4,46.1
1219,comprehensive,mixed,39,47.4,1.8,46.6
1220,comprehensive,mixed,1.8,42.3,1.3,50.4
1221,comprehensive,mixed,25,35.1,2.8,41.2
1222,comprehensive,mixed,21.3,34.4,8,40
1223,comprehensive,mixed,3.7,8.8,4.5,56
1224,comprehensive,mixed,18.8,48.4,3.5,46.6
1225,comprehensive,mixed,5.3,52.8,0.8,51.5
1226,comprehensive,girls,6.1,98.2,4.6,56.1
1227,comprehensive,mixed,6.4,49.1,2,57.3
1228,comprehensive,mixed,4.1,63.8,6.3,53
1229,comprehensive,mixed,9.3,49,6.8,55.2
1230,comprehensive,mixed,5,56.1,13,53.6
1231,comprehensive,mixed,17.5,41.5,10.6,46.1
1232,comprehensive,mixed,10.4,57,1.9,52.5
1233,comprehensive,mixed,4.1,48.9,1,58
1234,comprehensive,mixed,8.9,50.5,1.1,45.9
1235,comprehensive,mixed,15.1,44.8,8.5,44.3
1236,comprehensive,mixed,19.8,49.2,4.1,48.1
1237,comprehensive,mixed,45.9,49.5,3.6,41.9
1238,comprehensive,mixed,30,49.9,26.9,47.3
1239,comprehensive,mixed,8.5,47.1,1.4,58.6
1240,comprehensive,mixed,9.2,47.4,10.8,48.6
1241,comprehensive,mixed,27.3,46.1,44.2,48.2
1242,comprehensive,mixed,34.8,48.3,52.9,39.7
1243,comprehensive,girls,13.2,100,20.7,57.6
1244,comprehensive,mixed,14.4,49.3,22.3,50.6
1245,comprehensive,mixed,20.2,45.3,37.2,48.9
1246,comprehensive,mixed,27.9,46.7,10.9,41.7
1247,comprehensive,mixed,42.8,49.7,3.2,38.8
1248,comprehensive,mixed,31.9,51.8,7.2,42.6
1249,comprehensive,mixed,22.2,45.3,8.3,43.7
1250,comprehensive,mixed,22.6,50.6,4.8,48.7
1251,comprehensive,mixed,29.8,52.8,25.7,44.1
1252,comprehensive,mixed,4.7,49.1,6.1,61.3
1253,comprehensive,mixed,6.7,52.5,21.4,56.5
1254,comprehensive,mixed,15.2,47.8,14.6,48.8
1255,comprehensive,mixed,7.8,54,16.7,56.3
1256,comprehensive,mixed,4,51.4,2.8,54.6
1257,comprehensive,mixed,20,49.7,9.8,47.6
1258,comprehensive,mixed,6.1,50.8,1.7,53.2
1259,comprehensive,mixed,5,50,2.7,51.9
1260,comprehensive,mixed,3.8,48.2,2.9,56.2
1261,comprehensive,mixed,30.5,48.9,11.3,42.7
1262,comprehensive,mixed,6.5,50.3,2.6,48.2
1263,comprehensive,mixed,9.3,48.3,2.1,49.7
1264,comprehensive,mixed,10.6,48.9,7.2,51
1265,comprehensive,mixed,11.4,51.3,4.6,45.6
1266,comprehensive,mixed,13.1,47.6,11.6,47.8
1267,comprehensive,mixed,5.3,50.4,8.9,52.9
1268,comprehensive,mixed,7.2,47.9,3.1,48.2
1269,comprehensive,mixed,15.3,47.2,5.3,48.1
1270,comprehensive,mixed,24.6,47.7,0.8,44.9
1271,comprehensive,mixed,28.6,48.7,0.3,45.2
1272,comprehensive,mixed,20.1,50.5,30.8,55.7
1273,comprehensive,mixed,18.9,51,5.9,48.9
1274,comprehensive,mixed,12,52.7,7.1,54.3
1275,comprehensive,mixed,42.5,51.9,32.1,49.1
1276,comprehensive,mixed,50.3,47,2.5,41.1
1277,comprehensive,mixed,48,50.2,15.5,32.7
1278,comprehensive,mixed,27.2,52.5,0.4,47.2
1279,comprehensive,mixed,29.2,50.8,1.1,38.7
1280,comprehensive,mixed,13.1,45.4,1.1,48.8
1281,comprehensive,mixed,11.9,48.8,1.1,49.4
1282,comprehensive,mixed,13.2,52.6,4.7,52.1
1283,comprehensive,mixed,9.2,48.5,1,54.2
1284,comprehensive,mixed,27.2,47.6,0.5,45.7
1285,comprehensive,mixed,14,44.5,0.8,48.6
1286,comprehensive,mixed,11.2,51.8,1,54.7
1287,comprehensive,mixed,36.8,52.8,1.4,44.5
1288,comprehensive,mixed,4,48.1,3.9,57.9
1289,comprehensive,mixed,35,45.4,1.6,40
1290,comprehensive,mixed,8.4,48.7,8.3,54.9
1291,comprehensive,mixed,5,48.2,2.4,58.3
1292,comprehensive,mixed,32.9,45.9,10.1,48.8
1293,comprehensive,mixed,13.2,52.5,7.2,54.9
1294,comprehensive,mixed,45.5,51.4,3.3,37.8
1295,comprehensive,mixed,15.4,48.8,0.6,48.1
1296,comprehensive,mixed,16.4,48.1,6.7,58.8
1297,comprehensive,mixed,13.5,46.4,1.1,52.4
1298,comprehensive,mixed,24.1,50.2,5.5,47.7
1299,comprehensive,mixed,36.6,53,7.8,39.4
1300,comprehensive,mixed,25.9,50.1,4.5,48.3
1301,comprehensive,mixed,31.7,52.2,3.9,43.1
1302,comprehensive,boys,20.7,0,10.7,53.8
1303,comprehensive,mixed,17.7,44.2,8.7,53.5
1304,comprehensive,mixed,32.4,48.8,8.2,46.2
1305,comprehensive,mixed,12,47.3,3.6,51.1
1306,comprehensive,girls,28.8,100,27.7,44.2
1307,comprehensive,mixed,12.1,48.3,25.6,56
1308,comprehensive,mixed,36.2,39.9,20.4,43.3
1309,comprehensive,mixed,31.7,48.1,9.2,47.9
1310,comprehensive,mixed,21.7,47.6,0.6,48.3
1311,comprehensive,boys,5.4,0,0.7,51
1312,comprehensive,girls,5.3,100,1.5,57
1313,comprehensive,mixed,27.3,49.5,1.1,53.2
1314,comprehensive,mixed,14.9,48.7,3,52.2
1315,comprehensive,mixed,10,51.2,1.7,49.5
1316,comprehensive,mixed,17.9,51.2,13.2,45.9
1317,comprehensive,mixed,18.5,50.2,2.2,47.6
1318,comprehensive,mixed,16.3,49.8,3.7,53.8
1319,comprehensive,mixed,11.2,48.6,0.5,52.5
1320,comprehensive,mixed,8,48.4,0.8,49.3
1321,comprehensive,mixed,10,51.3,1.6,52.4
1322,comprehensive,mixed,7.4,42.4,2,49.2
1323,comprehensive,mixed,6.3,50.4,2,52.1
1324,comprehensive,mixed,8,51.2,0.7,49.6
1325,comprehensive,mixed,2.5,50.3,2.1,59.5
1326,comprehensive,mixed,22.2,52.3,1.7,48.9
1327,comprehensive,mixed,4.1,54.3,0.8,55.8
1328,comprehensive,mixed,7.4,50.8,1.8,53.7
1329,comprehensive,mixed,19.4,50.2,3.4,50.9
1330,comprehensive,mixed,27.6,49.3,3.5,48.1
1331,comprehensive,mixed,4.9,49.7,2.2,54.2
1332,comprehensive,mixed,32.8,50,7.8,43.8
1333,comprehensive,mixed,5.7,49.6,1,56
1334,comprehensive,mixed,25,52.3,3.8,43
1335,comprehensive,mixed,14.4,48.9,3.9,42.6
1336,comprehensive,mixed,24.3,47.2,5,45
1337,comprehensive,mixed,26.9,51.7,2.1,37.3
1338,comprehensive,mixed,6.4,51.3,3.6,52.7
1339,comprehensive,mixed,6.6,45.3,0.5,51.6
1340,comprehensive,mixed,14.3,47.1,0.5,51.5
1341,comprehensive,mixed,11.4,49.6,2.1,50.2
1342,comprehensive,mixed,13.5,49.1,1.3,46.9
1343,comprehensive,mixed,22.9,51.4,4.7,43.6
1344,comprehensive,mixed,13.4,49.4,7,45.1
1345,comprehensive,mixed,19.5,54.3,22,47
1346,comprehensive,mixed,8.1,49.4,17.1,52.2
1347,comprehensive,mixed,18,48.7,41.8,48.2
1348,comprehensive,mixed,7.2,50.8,1.9,52.3
1349,comprehensive,mixed,7.3,51.3,0.4,53
1350,comprehensive,mixed,7.6,50.1,2.1,54
1351,comprehensive,mixed,10,46.4,0.2,44.9
1352,comprehensive,mixed,7.6,47.1,0.7,48.6
1353,comprehensive,mixed,5.2,48.3,2,50.8
1354,comprehensive,mixed,5,49.4,1.8,48.1
1355,comprehensive,mixed,10.7,47.1,3.3,48.3
1356,comprehensive,mixed,10.3,49.5,0.6,48.6
1357,comprehensive,mixed,5.1,51.1,0.9,49.9
1358,comprehensive,mixed,15.3,46.6,0.7,44.3
1359,selective,boys,1.9,0,8.6,66.7
1360,comprehensive,mixed,22,49.3,0.9,44
1361,comprehensive,mixed,20.6,49.2,5.8,40.7
1362,comprehensive,mixed,2.2,49.4,3.1,59.7
1363,comprehensive,mixed,14.4,53.1,8.5,44.6
1364,comprehensive,mixed,6.5,48.5,8.5,51.4
1365,comprehensive,mixed,4.5,49.3,1.6,51.8
1366,comprehensive,mixed,5.3,50.2,0.3,52
1367,comprehensive,mixed,6.5,45.7,2.7,52.1
1368,comprehensive,mixed,6.3,53,0.7,52.5
1369,comprehensive,mixed,6.7,49.6,1.3,49.9
1370,comprehensive,mixed,7.9,49,2.9,49.6
1371,comprehensive,mixed,8,49.7,4.1,52.2
1372,comprehensive,mixed,6.5,46.9,2.4,51.1
1373,selective,mixed,0.6,55.3,0.9,68.8
1374,comprehensive,mixed,9.5,52.1,5.9,40
1375,comprehensive,mixed,5.5,47,4.5,53
1376,comprehensive,mixed,6.1,52.9,0.8,53.8
1377,comprehensive,mixed,2,51,2,59.6
1378,comprehensive,mixed,7.9,50.2,14,51.8
1379,comprehensive,mixed,4.4,54.7,2,59.8
1380,comprehensive,mixed,2.2,52.1,6.5,56.5
1381,comprehensive,mixed,9.4,48.1,0.9,49.8
1382,comprehensive,mixed,10.7,51.6,4.1,48.6
1383,comprehensive,mixed,6.9,48,1.4,54.5
1384,comprehensive,mixed,6.8,53,0.8,52.1
1385,comprehensive,mixed,10.5,45.5,9.5,45.1
1386,selective,girls,2.8,100,3.2,70
1387,comprehensive,mixed,5.4,48.8,6.6,52.7
1388,comprehensive,mixed,7,51.5,1.3,57.3
1389,comprehensive,mixed,3.1,48.6,0.7,55.8
1390,comprehensive,mixed,5.4,46.4,3.1,50.3
1391,comprehensive,mixed,5.8,39,6.2,53.2
1392,comprehensive,mixed,4.5,44.6,0.2,53.4
1393,comprehensive,mixed,4,56,8.1,56.1
1394,comprehensive,mixed,8.3,49.6,6.2,56
1395,comprehensive,mixed,14.6,47,3.7,48.5
1396,comprehensive,mixed,3.4,47.8,6.2,59.4
1397,comprehensive,mixed,6.7,53.2,4.1,56.2
1398,comprehensive,mixed,7.6,54.3,2.9,51.6
1399,comprehensive,mixed,4.9,49.9,1.9,54.1
1400,comprehensive,mixed,8.3,47.9,4.7,54.6
1401,comprehensive,mixed,13.5,46.5,2.6,42
1402,comprehensive,mixed,21.2,47.7,34.2,49.9
1403,comprehensive,mixed,10.1,49.4,23.4,53.5
1404,comprehensive,mixed,19.3,44.3,43.1,49.1
1405,comprehensive,boys,17.1,0,82.5,52.8
1406,comprehensive,girls,23.4,100,84.4,45.9
1407,comprehensive,mixed,18,46.5,94.9,52.9
1408,comprehensive,mixed,15,48.5,71,47.8
1409,comprehensive,mixed,24,50,28.6,43.5
1410,comprehensive,mixed,20.7,48.5,20.7,46
1411,comprehensive,mixed,14.6,47.5,21.2,44.3
1412,comprehensive,mixed,18.5,48.4,48.4,45.1
1413,comprehensive,mixed,14.3,47.3,19.8,44
1414,comprehensive,mixed,44.1,45.5,30.3,20.5
1415,comprehensive,mixed,20.2,49.3,40.2,49.6
1416,comprehensive,mixed,13.4,52.6,27.4,48.6
1417,comprehensive,mixed,17.7,52.2,53.5,45.2
1418,comprehensive,mixed,11.6,48.5,16.6,50.9
1419,comprehensive,mixed,10.9,50.3,26.5,52.1
1420,comprehensive,mixed,4.8,48.7,4.8,56.2
1421,comprehensive,mixed,7.1,49.6,6.1,48.9
1422,comprehensive,mixed,21.4,52,9.8,39.9
1423,comprehensive,mixed,6.3,47.3,2.7,53.5
1424,comprehensive,mixed,0,4.2,9.4,24
1425,comprehensive,mixed,4.8,48.9,3.2,50.8
1426,comprehensive,mixed,27.9,46,10.2,29.4
1427,comprehensive,mixed,9.8,49.2,6.2,48.4
1428,comprehensive,mixed,11.4,52.8,7.2,49
1429,comprehensive,mixed,3.5,51.5,1,55.2
1430,comprehensive,mixed,5.4,48.8,2,50.6
1431,comprehensive,mixed,9.3,48.6,3.1,54.5
1432,comprehensive,mixed,6.6,49.5,4,48.5
1433,comprehensive,mixed,8.4,54.8,1.9,50.9
1434,comprehensive,mixed,5.1,50.2,9.5,54
1435,selective,boys,1.5,0,13.2,70
1436,selective,girls,1.7,100,13.2,70.3
1437,comprehensive,mixed,15.4,49.9,30,39.3
1438,selective,girls,0.3,100,9.9,71.3
1439,comprehensive,mixed,7.7,52.9,6.6,48.3
1440,comprehensive,mixed,11.4,48.9,18.2,45.1
1441,comprehensive,mixed,6,51.1,3.8,48.8
1442,comprehensive,mixed,10,15.1,10.3,38.1
1443,selective,mixed,3.4,43.4,29.8,67
1444,comprehensive,mixed,5.2,49.9,7.5,50.5
1445,selective,mixed,0.5,51.2,6.5,69.3
1446,comprehensive,mixed,10.3,51.3,24.9,47.7
1447,comprehensive,mixed,5.5,52.6,3.9,50.5
1448,comprehensive,mixed,22.7,50,71.9,43
1449,selective,boys,0.8,0,8.8,72.9
1450,selective,girls,0.8,100,12,71.7
1451,comprehensive,mixed,13.1,44.3,28.3,34.8
1452,comprehensive,mixed,5.8,47.4,20.4,47.5
1453,comprehensive,mixed,5.6,49.7,6.4,51.6
1454,comprehensive,mixed,11.7,48.6,40.8,43.5
1455,comprehensive,mixed,6.6,48.4,11.9,51
1456,comprehensive,mixed,3.4,50.4,6.5,51.5
1457,selective,boys,2,0,11.9,66.9
1458,comprehensive,mixed,12.4,43.6,26,41
1459,comprehensive,mixed,4.5,47.8,9.1,49
1460,comprehensive,mixed,7.2,47.3,8.3,46.2
1461,selective,boys,2.2,0,30.2,69.3
1462,selective,mixed,0.8,52.9,8.8,70.8
1463,comprehensive,mixed,3.8,47.8,30.8,49.7
1464,selective,mixed,2.3,51.2,11.1,69.2
1465,selective,mixed,0.3,51.4,4.1,71.4
1466,comprehensive,mixed,8.9,51.3,18.4,45.8
1467,comprehensive,mixed,2.5,50.3,4,56.1
1468,selective,girls,1.9,100,11,69.7
1469,comprehensive,mixed,5.1,48.5,14.7,57.2
1470,comprehensive,mixed,6.9,49.5,12.9,52.9
1471,comprehensive,mixed,11.5,51.7,17.5,42.3
1472,comprehensive,mixed,25.3,51,35.7,42.7
1473,comprehensive,mixed,5.2,50.5,14.6,53.7
1474,comprehensive,mixed,5.2,50.5,5.5,55.1
1475,comprehensive,mixed,14.3,49.3,19.6,45.7
1476,comprehensive,mixed,8.2,48.9,49,50.9
1477,comprehensive,mixed,5.6,47.2,15.4,53.6
1478,comprehensive,mixed,25.8,47.2,25.1,43.2
1479,comprehensive,mixed,14.6,49.5,23.4,43.1
1480,comprehensive,mixed,7.8,50.9,12.6,52.3
1481,comprehensive,mixed,20.8,50.4,1.1,42.2
1482,comprehensive,mixed,25.3,51.1,3.7,45.4
1483,comprehensive,mixed,7.6,48.4,0.6,52
1484,comprehensive,mixed,6.5,50.2,0.4,52.2
1485,comprehensive,mixed,19.9,49.6,2.2,49.8
1486,comprehensive,mixed,4.9,47,2.1,54
1487,comprehensive,mixed,13.5,50.7,1.3,51.6
1488,comprehensive,mixed,6.7,45.2,0.1,49.6
1489,comprehensive,mixed,5.3,49.5,0.5,56.1
1490,comprehensive,mixed,2.7,48.7,0.7,59.4
1491,comprehensive,mixed,10.1,52,1.5,49.9
1492,comprehensive,mixed,11.4,48.1,2.7,44
1493,comprehensive,mixed,8.8,46.8,2.2,52.3
1494,comprehensive,mixed,12.2,53.8,0.9,47.5
1495,comprehensive,mixed,15.9,45.6,0.9,46.7
1496,comprehensive,mixed,15.7,50.9,0.9,50.5
1497,comprehensive,mixed,13,50.7,1.8,49.8
1498,comprehensive,mixed,19.7,48.8,2.2,44.1
1499,comprehensive,mixed,9.5,49.2,1,53.4
1500,comprehensive,mixed,4,46.9,0.5,51.2
1501,comprehensive,mixed,9.2,49.1,0.2,49.4
1502,comprehensive,mixed,3.2,50.2,1.1,48.1
1503,comprehensive,mixed,11.2,47.9,0.5,45.7
1504,comprehensive,mixed,5.1,52,0.8,55.9
1505,comprehensive,mixed,9.9,48.5,2,45.8
1506,comprehensive,mixed,14.5,52.7,0.6,54.7
1507,comprehensive,mixed,10.9,49,1.3,48
1508,comprehensive,mixed,28.2,53.1,2.1,44.2
1509,comprehensive,mixed,22.2,49.3,1.3,49.5
1510,comprehensive,mixed,33.9,48.1,2,50.1
1511,comprehensive,mixed,13.7,48.4,1.5,41.5
1512,comprehensive,mixed,4.3,48.8,0.9,52.3
1513,comprehensive,mixed,17.9,51.1,0.7,44.7
1514,comprehensive,mixed,7.1,49.4,2.6,49.7
1515,comprehensive,mixed,6.3,51.2,4.7,59.3
1516,comprehensive,mixed,19.3,51.2,1.7,50.5
1517,comprehensive,mixed,10,51.3,2.2,51.8
1518,comprehensive,mixed,22.8,51.2,4.5,44.5
1519,comprehensive,mixed,19.1,49.4,0.8,44.3
1520,comprehensive,mixed,11.6,48.5,1.1,45.9
1521,comprehensive,mixed,13.6,46.4,0.4,48.3
1522,comprehensive,mixed,16.2,52.9,1,45.6
1523,comprehensive,mixed,23.4,43.8,1.8,46
1524,comprehensive,mixed,11.5,52.1,1.1,45.3
1525,comprehensive,mixed,21.4,51.9,3.8,49.6
1526,comprehensive,mixed,26,51.5,51.8,32.5
1527,comprehensive,mixed,8,51.1,6.4,56.6
1528,comprehensive,mixed,23.1,50.3,51,34.1
1529,comprehensive,mixed,28.9,50.8,6.8,40.1
1530,comprehensive,mixed,22.5,49.3,36.3,43.8
1531,comprehensive,mixed,12,47.2,22.1,52.5
1532,comprehensive,mixed,11.4,46.5,3.2,46.1
1533,comprehensive,mixed,5.9,49.6,36.6,55.5
