id,admissions,entry_gender,perc_free_meals,perc_girls,perc_sec_lang,avg_score
515,comprehensive,mixed,22,38.5,71.4,47.8
516,comprehensive,mixed,22.5,41,65.2,53.3
517,comprehensive,mixed,15.7,39.3,87.7,49.7
518,comprehensive,girls,15.9,100,91,54.8
519,comprehensive,boys,47.2,0,81.2,49.3
520,comprehensive,mixed,32,51.7,66.8,44
521,comprehensive,girls,24.4,95.1,39,55.7
522,comprehensive,mixed,21,3.4,53.1,51.4
523,comprehensive,girls,23.3,100,78.5,54.2
524,comprehensive,mixed,20.5,25.8,89.2,50.8
525,comprehensive,mixed,10.2,44.1,57.1,53.6
526,comprehensive,mixed,22.2,46.2,50.9,50.1
527,comprehensive,mixed,17.7,49.3,65.2,57.9
528,comprehensive,mixed,27.8,47,61,47.4
529,selective,boys,4.5,0,74.2,67.3
530,comprehensive,mixed,19.5,48.6,43,58
531,comprehensive,mixed,28.1,46.7,79.2,51.1
532,comprehensive,mixed,28.2,47.6,79,48.1
533,comprehensive,mixed,19.6,49.5,64,48.6
534,comprehensive,mixed,19.5,40.2,47.5,50.5
535,comprehensive,mixed,17.5,47.3,77.9,58.8
536,comprehensive,mixed,8.4,50.8,12.6,57.8
537,comprehensive,girls,15.6,100,49.2,59.5
538,comprehensive,mixed,18.2,48.3,78.2,54.5
539,comprehensive,mixed,13.8,46.7,39.2,56.3
540,comprehensive,mixed,16.9,49.3,28.6,51.7
541,selective,girls,4,100,60.6,73.4
542,comprehensive,mixed,13.5,40.8,17.4,56.6
543,comprehensive,mixed,8.4,42.1,19.7,58.8
544,comprehensive,mixed,16.3,49.5,26.8,42.8
545,comprehensive,mixed,7.5,38.6,22.7,57.8
546,comprehensive,mixed,17.2,44.8,25.5,47.1
547,comprehensive,mixed,6.5,43,10,58.3
548,comprehensive,mixed,13.9,46.2,23.3,45.7
549,comprehensive,mixed,5.8,95.7,19.4,64.4
550,comprehensive,boys,17.2,2.3,11.8,48.3
551,comprehensive,girls,10.7,99.7,32.3,51.6
552,comprehensive,mixed,6.7,47.7,16.3,52.1
553,comprehensive,mixed,12.2,52.7,12.4,56.1
554,comprehensive,mixed,15.3,47.3,27.7,54.6
555,comprehensive,boys,4.2,0,11.1,57.1
556,selective,girls,1.3,100,22.6,75.3
557,comprehensive,mixed,12.1,47.3,23.2,50.8
558,comprehensive,girls,7.9,100,18.8,61.5
559,comprehensive,mixed,19.4,48,8.6,49.4
560,selective,boys,2.1,0,26.7,72.5
561,selective,boys,2.1,8.4,41.3,73.4
562,selective,girls,3,100,29.8,74.2
563,selective,boys,1.7,0,34.6,76.4
564,comprehensive,mixed,20.4,46.5,65.2,49.4
565,comprehensive,mixed,13.5,50.1,32,53.3
566,comprehensive,girls,13.1,100,50.3,58
567,comprehensive,mixed,20.2,33,55.9,48.9
568,comprehensive,mixed,20.5,47.4,76.4,47.1
569,comprehensive,mixed,16.2,48.2,27.1,51.5
570,comprehensive,mixed,10.7,47,25.9,54.4
571,comprehensive,mixed,10.5,46.6,42.9,51.3
572,comprehensive,mixed,23.2,40.5,52.5,52
573,comprehensive,mixed,22,41.9,63.2,49.1
574,comprehensive,mixed,15.8,37.2,59.4,52.3
575,comprehensive,boys,16,0,60.4,50.1
576,comprehensive,mixed,19.4,42.9,60,47.5
577,comprehensive,mixed,24.3,46.1,28.5,51.1
578,comprehensive,girls,14.6,100,27.5,57.3
579,comprehensive,mixed,19.7,43.1,45.9,49.3
580,comprehensive,mixed,16.9,49.8,89.5,59
581,comprehensive,mixed,22.1,45.9,16.9,50.7
582,comprehensive,mixed,54.1,44.7,76.5,46.4
583,comprehensive,mixed,47.6,43.6,18,43.9
584,comprehensive,mixed,46.7,40.7,74.4,53.6
585,comprehensive,mixed,6.2,50.7,4.3,56.3
586,comprehensive,mixed,38,50.1,60.9,51.2
587,comprehensive,mixed,23.1,10.2,28.8,42.2
588,comprehensive,mixed,53.8,47.3,4.2,43.2
589,comprehensive,mixed,30.2,43.1,4.8,45.3
590,comprehensive,mixed,37.5,45.9,26.1,33.6
591,comprehensive,mixed,2.7,71.5,1.9,54.1
592,comprehensive,mixed,16.9,45.3,9.3,58
593,selective,boys,2.3,12.9,15.2,68.5
594,comprehensive,mixed,5.9,49.4,4.6,56.8
595,comprehensive,girls,25.8,100,82.7,47.4
596,comprehensive,mixed,31.2,42.7,14.9,48.9
597,comprehensive,mixed,26.7,47.5,88.9,42
598,comprehensive,mixed,53.6,51,16.9,47.9
599,comprehensive,mixed,35.2,49.7,36.3,45.3
600,comprehensive,mixed,23.1,48.9,1.6,44.9
601,comprehensive,mixed,39,43.3,13.3,46.2
602,comprehensive,mixed,8.1,49.7,3.8,54.2
603,comprehensive,mixed,40.5,50.5,30.5,48.7
604,comprehensive,mixed,32.1,43.4,68.2,45.6
605,comprehensive,mixed,25.1,45.7,31,43.8
606,comprehensive,mixed,38,53.2,9.2,42.5
607,comprehensive,mixed,18.2,46,51.1,51.6
608,comprehensive,mixed,21.4,46,51.9,49.4
609,selective,boys,12.4,6.3,40.7,65.5
610,comprehensive,girls,28.4,100,71.5,43.1
611,comprehensive,mixed,47,41.3,45.5,41.4
612,comprehensive,mixed,44.7,49.7,76.2,52.3
613,comprehensive,girls,30.1,99,50.4,50.4
614,comprehensive,mixed,35.2,29.5,46.5,47.9
615,comprehensive,girls,15.6,100,68.1,50.8
616,comprehensive,mixed,40.7,50.3,84.7,50.5
617,comprehensive,mixed,49.3,45.1,58.8,47.5
618,comprehensive,mixed,49.8,46.4,74.3,50.6
619,comprehensive,mixed,45.7,40.3,62.8,40.8
620,comprehensive,mixed,8.3,47.4,18.6,53.9
621,comprehensive,mixed,6.8,50,6.5,51.6
622,comprehensive,mixed,23.3,33.5,42.9,51.6
623,comprehensive,mixed,43.2,48.5,87.5,42.2
624,comprehensive,mixed,30.3,46.9,15,46.3
625,comprehensive,mixed,26.1,40.1,69.8,45.4
626,comprehensive,girls,24.4,100,26.6,60.6
627,comprehensive,mixed,22.3,46.3,15,46.9
628,comprehensive,mixed,39.3,48.7,81.1,52.4
629,comprehensive,girls,37.2,100,75.5,54.7
630,comprehensive,mixed,37.7,43.8,4.6,45.4
631,comprehensive,mixed,29.5,45.5,79.7,46.5
632,comprehensive,mixed,27.5,46.6,20.1,45
633,selective,girls,3.8,100,20.9,72.2
634,comprehensive,girls,29.4,100,57.6,52.7
635,comprehensive,boys,29.5,0,4.8,46
636,comprehensive,girls,32.4,100,5.5,51.1
637,comprehensive,mixed,33.3,43.4,56.3,48.2
638,comprehensive,mixed,32.1,46.7,81.6,47.3
639,comprehensive,mixed,29.7,56,75.3,39.7
640,comprehensive,boys,20.5,0,25.9,52.6
641,comprehensive,mixed,29,42.6,76.9,46.4
642,comprehensive,mixed,16.5,53.6,24.7,53.6
643,comprehensive,mixed,10.4,52.1,26.2,57.1
644,comprehensive,mixed,9.3,51.6,15.6,53.4
645,comprehensive,mixed,11.9,49.8,26.2,50.2
646,comprehensive,mixed,22.1,56.3,37.4,48.2
647,comprehensive,mixed,9.4,52.3,17.3,50.3
648,comprehensive,mixed,30.2,51.4,18.2,43.1
649,comprehensive,mixed,5.5,49.8,16,55.8
650,comprehensive,mixed,26,47.4,47.3,41.8
651,comprehensive,mixed,17.4,48.5,18.2,42.6
652,comprehensive,mixed,29.9,47.5,54.8,38.9
653,comprehensive,mixed,21.3,47.3,42.8,51.5
654,comprehensive,mixed,32.1,45.5,83,51.7
655,comprehensive,mixed,20.1,51.3,30.9,47.3
656,comprehensive,girls,14.3,99.9,18.7,49.5
657,comprehensive,mixed,28.2,49.4,12.6,44.3
658,comprehensive,mixed,26,50,15.1,52.8
659,comprehensive,mixed,7.3,18.6,3.9,45.3
660,comprehensive,boys,14.8,0.6,11.8,43.1
661,comprehensive,mixed,15.5,52.9,15.8,53.3
662,comprehensive,mixed,33.8,50.4,26.9,40.6
663,comprehensive,mixed,25.9,53.5,5.6,44
664,comprehensive,mixed,23.6,48.2,5.9,45.2
665,comprehensive,mixed,13.5,55.6,2.5,52.7
666,comprehensive,mixed,9.4,52.7,3.1,50.7
667,comprehensive,mixed,12.1,50.2,0,49.4
668,comprehensive,mixed,15.5,45.2,2,44.2
669,comprehensive,mixed,23.5,50.3,14.9,43.5
670,comprehensive,mixed,28.4,52.8,23.5,44
671,comprehensive,mixed,8,50.5,3.3,51.9
672,comprehensive,mixed,20.2,44.6,10.5,47.6
673,comprehensive,boys,0.3,11.1,11.9,63.1
674,comprehensive,mixed,20.2,48.5,39.2,44.2
675,comprehensive,mixed,8.2,47,4.3,53.8
676,comprehensive,mixed,13.9,47.7,1.7,47.5
677,comprehensive,mixed,4.6,48.8,0.4,49
678,comprehensive,mixed,14.9,49.5,3.4,43.6
679,comprehensive,mixed,18.3,48.2,13,51.6
680,comprehensive,mixed,17.2,49.5,2.8,48.6
681,comprehensive,mixed,27.2,49.3,27.8,39.7
682,comprehensive,mixed,26,47.1,23.2,45.6
683,comprehensive,mixed,22.2,50.4,43.1,49.3
684,comprehensive,mixed,23,45.9,61,42.7
685,comprehensive,mixed,19.9,45.8,26.9,42.6
686,comprehensive,mixed,27,49,21.7,48.4
687,comprehensive,mixed,22.1,52.7,34.3,48.5
688,comprehensive,mixed,12.5,46.2,11.1,46.4
689,comprehensive,mixed,29.8,49.4,38.5,46.3
690,comprehensive,mixed,12.5,49.8,6.1,49.5
691,comprehensive,mixed,20.3,48.9,4.6,42.2
692,comprehensive,mixed,20.5,47.1,4.8,48.1
693,comprehensive,mixed,11.5,48.4,31.6,50.5
694,comprehensive,mixed,30.3,43.7,56.4,46
695,comprehensive,mixed,22,51.1,23.4,46.9
696,comprehensive,mixed,31.7,47.2,12.7,37.2
697,comprehensive,mixed,18,47.3,30.4,50.3
698,comprehensive,mixed,6.5,49.9,5.5,56
699,comprehensive,mixed,3.8,47.6,2.6,59.5
700,comprehensive,mixed,21.6,48.2,2.5,48
701,comprehensive,mixed,28.8,54.5,1.8,49.5
702,comprehensive,mixed,5.4,52.1,2.5,54.4
703,comprehensive,mixed,22.4,55.2,11.3,50
704,comprehensive,mixed,11.9,47.2,14.9,51.9
705,comprehensive,mixed,14.1,47.6,9.7,50.4
706,comprehensive,mixed,10.6,45.2,4.9,49.3
707,comprehensive,mixed,16.4,46.9,9.5,47.1
708,comprehensive,mixed,18.4,47.9,3.3,49.4
709,comprehensive,mixed,5.6,49.1,3.3,56.2
710,comprehensive,mixed,25.5,46.9,1.4,45.1
711,comprehensive,mixed,2.2,48.3,6.3,61.3
712,comprehensive,mixed,13.2,49.7,11.4,50.8
713,comprehensive,mixed,11.9,52.1,12.6,53.7
714,comprehensive,mixed,43.2,49.5,6,29.6
715,comprehensive,mixed,31.1,47.5,60.7,41.3
716,comprehensive,mixed,27.5,51.2,1.7,48.3
717,comprehensive,mixed,31.3,46.3,23.5,45.9
718,comprehensive,mixed,27.8,51.3,72.6,44.9
719,comprehensive,mixed,24.4,46.5,1.5,41.8
720,comprehensive,mixed,21.8,47.4,4.3,51.9
721,selective,boys,3.1,11.7,42,72.8
722,selective,girls,5.4,98.6,27.1,69.6
723,comprehensive,mixed,6.1,49.9,7.3,51.1
724,comprehensive,mixed,21.3,48.6,20,48.2
725,comprehensive,mixed,13.6,49.1,2.3,50.5
726,comprehensive,mixed,10.6,49.5,0.9,50
727,comprehensive,mixed,18.6,48.7,5.1,54.7
728,comprehensive,mixed,27.5,55.9,4.7,34.5
729,comprehensive,mixed,43.3,47.7,68.1,38.1
730,comprehensive,mixed,26.5,49.5,8.1,41.3
731,comprehensive,mixed,25.1,50.9,30.1,50.6
732,comprehensive,mixed,24.8,47.4,60.2,42.3
733,comprehensive,mixed,14.1,53,1.3,48.6
734,comprehensive,mixed,22.1,51.2,34.3,54.3
735,comprehensive,mixed,26.5,52.4,39.9,40.3
736,comprehensive,mixed,35.3,48.9,6.4,41.7
737,comprehensive,mixed,33.7,48.6,19,52
738,comprehensive,mixed,33.2,43.8,18.1,44.2
739,comprehensive,mixed,26.6,51.4,17,44.7
740,comprehensive,mixed,18.6,51.1,28.4,49.4
741,comprehensive,mixed,5,49.7,17,54
742,comprehensive,mixed,38.1,51.7,22.2,37.6
743,comprehensive,mixed,14.2,49.1,16.7,49.4
744,comprehensive,mixed,28.3,46.7,19.6,45.3
745,comprehensive,mixed,17.2,43.8,16.6,44.2
746,selective,girls,2.4,100,11.4,73.5
747,comprehensive,mixed,40.2,49.8,1.1,36.2
748,comprehensive,mixed,26.6,44.2,1.9,43.8
749,comprehensive,mixed,38.7,48,1.4,38.3
750,comprehensive,mixed,48.4,48.7,1.4,41.8
751,comprehensive,mixed,37.1,50.8,1.7,39.5
752,comprehensive,mixed,23.4,49,1.1,43.3
753,comprehensive,mixed,56.3,45.6,33,38.6
754,comprehensive,mixed,37.2,45.1,4.2,42.5
755,comprehensive,mixed,20.7,45.3,4.2,44.9
756,comprehensive,girls,16.2,97,16.3,54.3
757,comprehensive,girls,32.5,98.6,13.8,51.3
758,comprehensive,girls,11.1,100,10.9,63.4
759,selective,mixed,4.3,47.7,11.4,73.5
760,comprehensive,mixed,58.3,46.1,11.8,41.7
761,comprehensive,girls,21.8,99.8,4.4,50.5
762,comprehensive,mixed,18,35.7,19.5,46.2
763,comprehensive,boys,17.1,0.5,2.2,50.6
764,comprehensive,mixed,29.6,33.9,19.4,41.4
765,comprehensive,boys,39.6,1.5,4.2,39.9
766,comprehensive,mixed,42.3,38.1,7.6,37.7
767,comprehensive,mixed,27.1,46.1,3.3,43
768,comprehensive,mixed,34.1,43.9,2.1,41.7
769,comprehensive,girls,38.3,100,18.7,44.1
770,comprehensive,mixed,1.9,49.8,3.3,59.7
771,comprehensive,mixed,62.7,40.9,46.3,33.2
772,comprehensive,mixed,5,45.8,7.3,58.6
773,comprehensive,mixed,26.3,63.1,9.3,51.5
774,comprehensive,mixed,45.4,47,15.1,47.2
775,comprehensive,mixed,32,70.3,11.6,45.1
776,comprehensive,mixed,7.5,51.4,2.6,59.2
777,comprehensive,boys,15.4,0.5,1.4,47.9
778,comprehensive,mixed,14.8,91.8,11.5,52.3
779,comprehensive,girls,30.7,100,6.6,49.3
780,comprehensive,girls,15.6,99.7,3.3,48.3
781,comprehensive,boys,8.1,6.1,5.7,52.7
782,comprehensive,mixed,21.8,19.4,3.3,49.2
783,comprehensive,boys,15.8,0.7,4.8,51.2
784,comprehensive,mixed,22.8,48.6,1.8,49.1
785,comprehensive,mixed,8.3,49.7,1.4,54
786,comprehensive,mixed,15.6,50.9,1.1,45.7
787,comprehensive,mixed,16.6,50.2,1.3,47.3
788,comprehensive,mixed,7.4,49.7,0.3,55.3
789,comprehensive,mixed,8.6,45.4,0.9,55.7
790,comprehensive,mixed,23.1,49,4.4,47.6
791,comprehensive,mixed,29.3,50.3,1.8,47
792,comprehensive,mixed,23.3,47.1,0.8,44.8
793,comprehensive,boys,9.8,0,6,53.2
794,comprehensive,mixed,17.4,49.3,1.4,51.6
795,comprehensive,mixed,9.5,49.3,9,49.8
796,comprehensive,mixed,9.9,47.7,0.3,54.9
797,comprehensive,mixed,7.3,50.9,1.4,54.1
798,comprehensive,girls,8.4,100,5.7,57.5
799,comprehensive,mixed,40,52,5.6,44.3
800,comprehensive,mixed,35.1,48.1,6.5,45.3
801,comprehensive,mixed,16.3,47.1,2.5,52.2
802,comprehensive,mixed,27.5,52.2,1.7,48.3
803,comprehensive,mixed,17.1,51.6,0.6,43.9
804,comprehensive,mixed,9.3,51,2.1,51.8
805,comprehensive,mixed,14.9,47.6,4.7,52
806,comprehensive,mixed,5,46.2,1.3,56
807,comprehensive,mixed,7,51.8,1.2,51.8
808,comprehensive,mixed,26.6,51.3,0,39.6
809,comprehensive,mixed,23.2,45.7,2.7,47.6
810,comprehensive,mixed,32.8,49.8,5,45
811,comprehensive,mixed,12.6,45.7,6.4,46.8
812,comprehensive,mixed,32.6,28.3,3.9,40.6
813,comprehensive,girls,7.5,100,3.9,58.9
814,comprehensive,mixed,49.2,41.4,5,42.1
815,selective,boys,1.8,6.5,2.4,68.1
816,comprehensive,mixed,10.7,38.1,1.9,45.5
817,comprehensive,mixed,34,47.6,1.8,33.8
818,comprehensive,boys,20.8,0.5,1.1,50.6
819,comprehensive,mixed,37.2,37.7,1.7,43.2
820,comprehensive,mixed,10.2,57,1.3,49.6
821,comprehensive,girls,19,100,6.2,48.4
822,comprehensive,mixed,28.6,35.4,6.5,43
823,selective,boys,4.2,0,3.3,58.7
824,comprehensive,mixed,15.8,45.2,3.8,54.4
825,comprehensive,mixed,26.4,44,3.5,42.8
826,comprehensive,mixed,15.2,44.5,1.1,48.7
827,selective,girls,3.7,100,2.1,64.8
828,comprehensive,girls,17.6,97.9,3.1,51.6
829,selective,girls,2.1,98.2,6.1,68.4
830,selective,boys,2.6,0,2,66.7
831,selective,girls,1.8,100,2.6,69.8
832,comprehensive,mixed,20.4,41.2,0.9,47.8
833,comprehensive,girls,14.1,100,88.3,60.1
834,comprehensive,mixed,37.4,49.3,10.1,37.5
835,comprehensive,mixed,4.3,54,6,55.7
836,comprehensive,mixed,32.8,38.9,82.1,44.8
837,comprehensive,mixed,24.9,48.2,19.7,45
838,comprehensive,mixed,23.1,48.9,3.2,37.7
839,comprehensive,mixed,23.6,44.9,43.7,48.9
840,comprehensive,mixed,22.5,46.1,35.6,47.3
841,comprehensive,mixed,13.5,44.3,5.4,49.2
842,comprehensive,mixed,7,45.3,24.6,55.9
843,comprehensive,mixed,7.1,48.4,2.6,53.5
844,comprehensive,mixed,19.2,45.4,53.9,48.9
845,comprehensive,mixed,28.2,46.2,48.5,41.2
846,comprehensive,mixed,14.8,51.2,9.7,57
847,comprehensive,mixed,8.4,49.5,4,51.2
848,comprehensive,mixed,11.2,47.5,2.9,51.5
849,comprehensive,mixed,35.4,48,25,42.9
850,comprehensive,mixed,7.1,51.7,2.9,55.2
851,comprehensive,mixed,16,48.2,12.9,50.1
852,comprehensive,mixed,23,52.3,57.8,50.1
853,comprehensive,mixed,11.2,48.9,9.2,54.1
854,comprehensive,boys,1.6,0,7.5,59.2
855,comprehensive,mixed,15.5,46.6,20.9,52.5
856,comprehensive,mixed,21.1,46.7,6.9,49.1
857,comprehensive,mixed,30.6,49.3,30.7,48.8
858,comprehensive,mixed,8.4,47.1,12.8,51.7
859,comprehensive,mixed,8,53.5,7.4,53.1
860,comprehensive,mixed,10.9,44.1,4.3,50.6
861,comprehensive,mixed,7,48.1,0,55.1
862,comprehensive,mixed,27.5,51.3,91.5,50.1
863,comprehensive,mixed,22.6,52.6,17.7,49.5
864,comprehensive,boys,22.4,0,45.3,43.3
865,comprehensive,mixed,33.2,41.5,52.9,34.6
866,comprehensive,mixed,18.9,45.1,23.1,51.9
867,comprehensive,mixed,31.3,48.8,33.9,47.3
868,comprehensive,mixed,40.4,47.6,25.9,40.7
869,comprehensive,mixed,4.6,53.4,2.3,62.6
870,comprehensive,girls,20.2,100,69.8,49.3
871,comprehensive,mixed,25.7,45,26.6,47.4
872,comprehensive,mixed,34.1,34.4,63.3,45.6
873,comprehensive,mixed,32.2,50,31.3,47.2
874,comprehensive,mixed,29.8,53.5,27.4,44.2
875,comprehensive,mixed,31.3,46.9,6.2,25.6
876,comprehensive,mixed,34.1,49.9,11.8,44.1
877,comprehensive,mixed,31.6,44.6,6.3,42.2
878,comprehensive,mixed,39,47.8,4.1,43.4
879,comprehensive,mixed,29.7,48.7,24.1,46.5
880,comprehensive,mixed,19.3,43.4,33,54.6
881,comprehensive,mixed,24.8,48.6,9.6,47.4
882,comprehensive,mixed,35.5,48.7,17.1,42.8
883,comprehensive,mixed,33.6,43.5,38.9,49.6
884,comprehensive,mixed,25.7,46.9,35.9,52.8
885,comprehensive,girls,24.1,100,29.2,49.1
886,comprehensive,mixed,19.2,45.6,48.8,53.4
887,comprehensive,mixed,27.3,46.1,22.1,49
888,comprehensive,mixed,15.7,51.5,5.8,50.1
889,comprehensive,mixed,22.9,52.8,72.6,47.8
890,comprehensive,mixed,15.1,47.2,12.6,53.4
891,comprehensive,mixed,11.9,48.7,5.4,51.1
892,comprehensive,mixed,33.6,49.4,53.8,44.8
893,comprehensive,mixed,26.8,49.9,39.3,46.9
894,comprehensive,mixed,17,48.9,4.7,51.5
895,comprehensive,mixed,17.1,47.2,37.9,51.9
896,comprehensive,mixed,34.6,54.4,5.5,44.6
897,comprehensive,mixed,22.4,46.8,19.1,47.8
898,comprehensive,mixed,20.7,47.7,2.7,44.7
899,comprehensive,mixed,14,47.2,10.6,50.4
900,comprehensive,mixed,40.3,52.6,37.2,41.8
901,comprehensive,mixed,25.2,48.4,36,48.6
902,comprehensive,girls,2.2,100,4.7,55.2
903,comprehensive,mixed,26.6,51.3,11.3,45.3
904,comprehensive,mixed,22.3,49.3,26.1,49.2
905,comprehensive,mixed,36.5,48.3,9.9,45.7
906,comprehensive,mixed,15.7,49,3.5,42.1
907,comprehensive,mixed,8.9,46.9,5,48.9
908,comprehensive,mixed,31.7,47.6,33.8,46.3
909,comprehensive,mixed,12.1,50.6,5.9,51.7
910,comprehensive,mixed,18.3,53.9,10.6,56.4
911,comprehensive,mixed,28.5,50.3,10.7,43.1
912,comprehensive,mixed,19,50.4,13.3,48.4
913,comprehensive,mixed,14.9,49.7,4.2,50.2
914,comprehensive,mixed,8.5,46.6,10.3,52.5
915,comprehensive,mixed,8,51.6,7.3,58.7
916,comprehensive,mixed,11.3,49.9,5.5,47.8
917,comprehensive,mixed,10.3,46.7,5.3,54
918,comprehensive,mixed,10.8,47.6,11.2,51.6
919,comprehensive,mixed,7.4,49.6,0.9,54.7
920,comprehensive,mixed,7.3,48.4,11.3,57.6
921,comprehensive,mixed,23,49.8,3.4,48.8
922,comprehensive,mixed,20.8,45.4,12.5,46.1
923,comprehensive,mixed,7.7,53.8,4.8,57.3
924,comprehensive,mixed,33.3,55.3,9.8,51
925,comprehensive,mixed,14.9,48.5,4.2,53
926,comprehensive,mixed,20.3,51,1.7,43.2
927,comprehensive,mixed,16.4,50.2,9,52.4
928,comprehensive,mixed,16.6,60.5,8.9,45.2
929,comprehensive,mixed,25.8,51.3,6,41.8
930,comprehensive,boys,8.1,2.6,9.3,53.7
931,comprehensive,mixed,24.3,59.9,4,48.4
932,comprehensive,mixed,27.2,62.3,4.4,48
933,comprehensive,mixed,28.1,46.3,13.1,45.7
934,comprehensive,girls,9.3,100,13.4,55.9
935,comprehensive,mixed,26.4,47.4,34.4,48.7
936,comprehensive,mixed,16.1,57.1,2.2,50.3
937,comprehensive,mixed,13.9,55.1,2.5,53.3
938,comprehensive,mixed,28.4,51.6,31.7,41.8
939,comprehensive,mixed,18.1,53.6,8.9,52.9
940,comprehensive,mixed,11.9,54.1,3.6,54.4
941,comprehensive,boys,8.4,0,10.1,55.1
942,comprehensive,mixed,14.4,46.5,6.1,49.1
943,selective,boys,1.7,0,8.9,71.2
944,selective,girls,1.4,100,10.8,73.2
945,comprehensive,mixed,9.5,45.3,5.8,51.3
946,comprehensive,mixed,6.9,50.8,3.8,55.4
947,comprehensive,mixed,34.3,51.2,5.4,46.4
948,comprehensive,girls,9.5,100,11.5,50.4
949,selective,girls,1.3,100,6.2,70.1
950,comprehensive,mixed,24.2,51,17.6,37.9
951,selective,boys,2.8,0,1.4,67.8
952,comprehensive,mixed,20.9,45.8,10.5,43.6
953,selective,mixed,1.9,47.4,7.9,69.6
954,comprehensive,mixed,18.5,49.5,17.6,50.1
955,selective,mixed,7,44.4,37.5,65.5
956,comprehensive,mixed,24.8,41.2,50.6,46.7
957,selective,mixed,3.2,49.6,11.2,68.7
958,comprehensive,boys,10.8,0.7,4.7,48.2
959,comprehensive,mixed,5.3,51.7,6.3,55.3
960,comprehensive,mixed,25.2,47.3,3.5,42.8
961,comprehensive,mixed,18.6,48.6,8.1,46.2
962,comprehensive,mixed,10.6,48.4,2.6,49.6
963,comprehensive,mixed,11.1,47.5,1.2,47.4
964,comprehensive,mixed,13,53.6,8.1,50.8
965,comprehensive,mixed,14.5,50.5,2,53.1
966,comprehensive,mixed,11.5,51.5,0.7,51.6
967,comprehensive,mixed,9.4,48.2,1.9,53.9
968,comprehensive,mixed,16,48.5,1.5,48
969,comprehensive,mixed,10.6,47.1,3.7,49.5
970,comprehensive,mixed,33.1,43.7,5,43.7
971,comprehensive,mixed,4,53,1.4,58.5
972,comprehensive,mixed,12.9,49,6.1,50.1
973,comprehensive,mixed,7.7,51.6,3.7,54.2
974,comprehensive,mixed,3.1,52,0.9,58.3
975,comprehensive,mixed,8.5,50.7,1.2,52.6
976,comprehensive,mixed,6.3,49.5,1.2,58.3
977,comprehensive,mixed,23.7,47.3,3.3,44
978,comprehensive,mixed,36.6,52.1,5.6,41.7
979,comprehensive,mixed,29.9,48.1,3.1,48.5
980,comprehensive,mixed,12.7,49.9,2.7,49
981,comprehensive,mixed,26.8,50.4,2.4,43.4
982,comprehensive,mixed,13.6,51.2,4.5,45.9
983,comprehensive,mixed,15.2,49.6,9.3,52
984,comprehensive,mixed,14.3,48.4,0.8,47.1
985,comprehensive,mixed,23,49,1.9,40.6
986,comprehensive,mixed,25.7,52.2,2.1,47.2
987,comprehensive,mixed,4.5,48.7,0.8,57.4
988,comprehensive,mixed,13.2,47.7,8.1,47.7
989,comprehensive,mixed,27.3,51.3,3.4,39.8
990,comprehensive,mixed,28,44.5,14.2,36.3
991,comprehensive,mixed,18.3,49.2,1.3,50.4
992,comprehensive,mixed,19.9,49.9,14.9,44.8
993,comprehensive,mixed,23.2,54.3,1.1,46.5
994,comprehensive,mixed,27.8,49.4,34.2,38.6
995,comprehensive,mixed,15.4,46.5,1.9,45.6
996,comprehensive,mixed,16.3,48.3,1.4,52.6
997,comprehensive,mixed,16.6,52.1,34.6,48.3
998,comprehensive,mixed,19.6,50.4,1.4,50.9
999,comprehensive,mixed,10.3,48.5,7.4,51.2
1000,comprehensive,mixed,13.6,52.6,5.9,48.1
1001,comprehensive,mixed,16.7,48.4,0.4,47.4
1002,comprehensive,mixed,35.6,50.5,4,43
1003,comprehensive,mixed,11.6,51.8,1,50.1
1004,comprehensive,mixed,12.9,51.4,1.2,49.8
1005,comprehensive,mixed,8.6,49,3.5,56.1
1006,comprehensive,mixed,23.7,51.4,2.7,51.4
1007,comprehensive,mixed,17.6,48.5,18.7,49.8
1008,comprehensive,mixed,15,51.6,17.6,48.3
1009,comprehensive,mixed,13,49.6,0.8,45.6
1010,comprehensive,mixed,5.9,50.7,0.5,52.3
1011,comprehensive,mixed,34.1,49.4,3.7,39.6
1012,comprehensive,mixed,14.2,49.8,1.9,48.2
1013,comprehensive,mixed,30.2,49.3,76.5,38.6
1014,comprehensive,mixed,35.1,50,37.5,40.9
1015,comprehensive,mixed,12.4,46.1,4,49.6
1016,comprehensive,mixed,21.1,45.2,30.6,50.1
1017,comprehensive,mixed,7.3,51.2,14.1,52.5
1018,comprehensive,mixed,31,49.5,43.5,44.1
1019,comprehensive,mixed,11.6,49.8,25.6,59
1020,comprehensive,mixed,17.2,52.1,28.4,50.8
1021,comprehensive,mixed,15.1,48.6,3.7,50.5
1022,comprehensive,mixed,24.8,48,16.7,49.9
1023,comprehensive,mixed,3.6,51.5,6.9,58.1
1024,comprehensive,mixed,23,49.5,2.7,51
1025,comprehensive,mixed,38,47.5,47,42.3
1026,comprehensive,mixed,37.7,50.4,33.2,52.3
1027,comprehensive,mixed,36.6,51.1,15.2,43.2
1028,comprehensive,mixed,12,50.6,25.6,58.7
1029,comprehensive,mixed,11.2,51.1,1.1,48
1030,comprehensive,mixed,10.8,49.2,16.9,57.8
1031,comprehensive,mixed,12.1,20.1,10.9,44.8
1032,comprehensive,mixed,10.5,50.1,0.9,48.6
1033,comprehensive,mixed,19.7,50.7,2.5,44.8
